source,lineNumber,reference,personReference,neighbourhood,folio,baseSurname,givenName,surnamePrefix,disambiguatingDescription,related,altName
KLAC02572000102_2R.txt,0,"Haen, Jannitje Vesters                              52         490","Haen, Jannitje Vesters",52,490,Haen,Jannitje Vesters,,,,
KLAC02572000102_2R.txt,1,""" , Joan                               41       3E6v","Haen, Joan",41,3E6v,Haen,Joan,,,,
KLAC02572000102_2R.txt,2,""" , Vechter Jansz — chercher                      52         LoC","Haen, Vechter Jansz — chercher",52,LoC,Haen,Vechter Jansz,,chercher,,
KLAC02572000102_2R.txt,3,"Haen, Wed. abm de geb. Anneken Keijsers             18         169v","Haen, Wed. abm de geb. Anneken Keijsers",18,169v,Haen,Wed. abm,de,,,Anneken Keijsers
KLAC02572000102_2R.txt,4,""" , Frans de — wijncoper                          55         525","Haen, Frans de — wijncoper",55,525,Haen,Frans,de,wijncoper,,
KLAC02572000102_2R.txt,5,""" , Hendi                                 6        50","Haen, Hendi",6,50,Haen,Hendi,,,,
KLAC02572000102_2R.txt,6,""" , Isack de                                      43         405v","Haen, Isack de",43,405v,Haen,Isack,de,,,
KLAC02572000102_2R.txt,7,""" , Jacob de                              16       150v","Haen, Jacob de",16,150v,Haen,Jacob,de,,,
KLAC02572000102_2R.txt,8,""" , Jacomijntje de                                31         ZOiv","Haen, Jacomijntje de",31,ZOiv,Haen,Jacomijntje,de,,,
KLAC02572000102_2R.txt,9,""" , Jan de                                         3          24v","Haen, Jan de",3,24v,Haen,Jan,de,,,
KLAC02572000102_2R.txt,10,""" , mr. Jan de — chirurgijn                    28        273","Haen, mr. Jan de — chirurgijn",28,273,Haen,mr. Jan,de,chirurgijn,,
KLAC02572000102_2R.txt,11,""" , Wed. Joost de                                  5          43v","Haen, Wed. Joost de",5,43v,Haen,Wed. Joost,de,,,
KLAC02572000102_2R.txt,12,""" , Casper de — leercoper                         17         164","Haen, Casper de — leercoper",17,164,Haen,Casper,de,leercoper,,
KLAC02572000102_2R.txt,13,""" , Cornelis Jansz de                             18         167","Haen, Cornelis Jansz de",18,167,Haen,Cornelis Jansz,de,,,
KLAC02572000102_2R.txt,14,""" , Maria de en zuster                            18         169","Haen, Maria de en zuster",18,169,Haen,Maria,de,,,
KLAC02572000102_2R.txt,15,""" , Matthijs de                                   21         192v","Haen, Matthijs de",21,192v,Haen,Matthijs,de,,,
KLAC02572000102_2R.txt,16,""" , Pieter de                                     20         188","Haen, Pieter de",20,188,Haen,Pieter,de,,,
KLAC02572000102_2R.txt,17,""" , Rogier de — cruijdenier                       31         301v","Haen, Rogier de — cruijdenier",31,301v,Haen,Rogier,de,cruijdenier,,
KLAC02572000102_2R.txt,18,""" , Willem de — sijdegrijnwinckelier              41         389","Haen, Willem de — sijdegrijnwinckelier",41,389,Haen,Willem,de,sijdegrijnwinckelier,,
KLAC02572000102_2R.txt,19,"Haer, Anna ter — huisvr. Cornelis Brouwer            t          30","Haer, Anna ter — huisvr. Cornelis Brouwer",t,30,Haer,Anna,ter,huisvr. Cornelis Brouwer,,
KLAC02572000102_2R.txt,20,""" , David ter                                     56         534v","Haer, David ter",56,534v,Haer,David,ter,,,
KLAC02572000102_2R.txt,21,""" , Elsje ter                                       6          5Ov","Haer, Elsje ter",6,5Ov,Haer,Elsje,ter,,,
KLAC02572000102_2R.txt,22,""" , Pieter ter — silversmit                        6          53v","Haer, Pieter ter — silversmit",6,53v,Haer,Pieter,ter,silversmit,,
KLAC02572000102_2R.txt,23,"Haarlem, Wed. Philips van                           45         421","Haarlem, Wed. Philips van",45,421,Haarlem,Wed. Philips,van,,,
KLAC02572000102_2R.txt,24,"Haerscholte, Wed. van                               45         L21","Haerscholte, Wed. van",45,L21,Haerscholte,Wed.,van,,,
KLAC02572000102_2R.txt,25,"Haes, Gerrit — tapper ?                            52         315v","Haes, Gerrit — tapper ?",52,315v,Haes,Gerrit,,tapper ?,,
KLAC02572000102_2R.txt,26,""" , Aert de — erven van                           42         395","Haes, Aert de — erven van",42,395,Haes,Aert,de,erven van,,
KLAC02572000102_2R.txt,27,""" , Artus de                                      42         395","Haes, Artus de",42,395,Haes,Artus,de,,,
KLAC02572000102_2R.txt,28,""" , Francois de                                    6          46v","Haes, Francois de",6,46v,Haes,Francois,de,,,
KLAC02572000102_2R.txt,29,""" , Francois de — silversmit                      48         bhl","Haes, Francois de — silversmit",48,bhl,Haes,Francois,de,silversmit,,
KLAC02572000102_2R.txt,30,""" , Adriaen de — zoon van                          k          32","Haes, Adriaen de — zoon van",k,32,Haes,Adriaen,de,zoon van,,
KLAC02572000102_2R.txt,31,""" , Aert de — erf van                             55         523","Haes, Aert de — erf van",55,523,Haes,Aert,de,erf van,,
KLAC02572000102_2R.txt,32,""" , Wed. Andries de                               25         209","Haes, Wed. Andries de",25,209,Haes,Wed. Andries,de,,,
KLAC02572000102_2R.txt,33,""" , Arnchonij de — papierkooper                     5          biv","Haes, Arnchonij de — papierkooper",5,biv,Haes,Arnchonij,de,papierkooper,,
KLAC02572000102_2R.txt,34,""" , Frans de — suppost bank van lening             O         596","Haes, Frans de — suppost bank van lening",O,596,Haes,Frans,de,suppost bank van lening,,
KLAC02572000102_2R.txt,35,""" , George de                                      9          80","Haes, George de",9,80,Haes,George,de,,,
KLAC02572000102_2R.txt,36,""" , Gerard de                                     24         225v","Haes, Gerard de",24,225v,Haes,Gerard,de,,,
KLAC02572000103_2R.txt,0,"Haes, Jacob Gerritsz de                             26         254","Haes, Jacob Gerritsz de",26,254,Haes,Jacob Gerritsz,de,,,
KLAC02572000103_2R.txt,1,""" , Jan de — silversmitje                         26         2b6v","Haes, Jan de — silversmitje",26,2b6v,Haes,Jan,de,silversmitje,,
KLAC02572000103_2R.txt,2,""" , Jeronimo de — bewinthebber — zie de Hase      57         539v","Haes, Jeronimo de — bewinthebber — zie de Hase",57,539v,Haes,Jeronimo,de,bewinthebber — zie de Hase,,
KLAC02572000103_2R.txt,3,""" , Jeronimo — bewinthebber O.I.C.                 O         557v","Haes, Jeronimo — bewinthebber O.I.C.",O,557v,Haes,Jeronimo,,bewinthebber O.I.C.,,
KLAC02572000103_2R.txt,4,""" , veronimus de — de Jonge + huisvrouw. juffr. Swaensburgh                                  57         540","Haes, veronimus de — de Jonge + huisvrouw. juffr. Swaensburgh",57,540,Haes,veronimus,de,de Jonge + huisvrouw. juffr. Swaensburgh,,
KLAC02572000103_2R.txt,5,""" , Johannes de — boode op Dordt                   ë          70","Haes, Johannes de — boode op Dordt",ë,70,Haes,Johannes,de,boode op Dordt,,
KLAC02572000103_2R.txt,6,""" , Johannes de — sijlintwinckelier               19         175v","Haes, Johannes de — sijlintwinckelier",19,175v,Haes,Johannes,de,sijlintwinckelier,,
KLAC02572000103_2R.txt,7,""" , Mattheus de — van huisvrouw                   55         523","Haes, Mattheus de — van huisvrouw",55,523,Haes,Mattheus,de,van huisvrouw,,
KLAC02572000103_2R.txt,8,""" , Varnaer de — goutsmit                          7?          66v","Haes, Varnaer de — goutsmit",7?,66v,Haes,Varnaer,de,goutsmit,,
KLAC02572000103_2R.txt,9,""" , Wolphert de — salffverp:                       6          L9v","Haes, Wolphert de — salffverp:",6,L9v,Haes,Wolphert,de,salffverp:,,
KLAC02572000103_2R.txt,10,"Haesbroeck, Gerrit                                 15         133v","Haesbroeck, Gerrit",15,133v,Haesbroeck,Gerrit,,,,
KLAC02572000103_2R.txt,11,"Haeswindius, Johannes — clerck ter secretarie       O        601","Haeswindius, Johannes — clerck ter secretarie",O,601,Haeswindius,Johannes,,clerck ter secretarie,,
KLAC02572000103_2R.txt,12,"Haeze, Evert — brandewijnverkoper                   12         110","Haeze, Evert — brandewijnverkoper",12,110,Haeze,Evert,,brandewijnverkoper,,
KLAC02572000103_2R.txt,13,"Hafman, Jacob — kinderen van                        38         359","Hafman, Jacob — kinderen van",38,359,Hafman,Jacob,,kinderen van,,
KLAC02572000103_2R.txt,14,"Eage, Wed. Cornelis — kinderen                      29         284","Eage, Wed. Cornelis — kinderen",29,284,Eage,Wed. Cornelis,,kinderen,,
KLAC02572000103_2R.txt,15,"Hagebaert, Abraham                                  58         547","Hagebaert, Abraham",58,547,Hagebaert,Abraham,,,,
KLAC02572000103_2R.txt,16,""" , Jacob — Erven van                        20         188","Hagebaert, Jacob — Erven van",20,188,Hagebaert,Jacob,,Erven van,,
KLAC02572000103_2R.txt,17,""" , Jan                                                                   3                  23","Hagebaert, Jan",3,23,Hagebaert,Jan,,,,
KLAC02572000103_2R.txt,18,"Hagedoorn, wed. Pieter                              54         512","Hagedoorn, wed. Pieter",54,512,Hagedoorn,wed. Pieter,,,,
KLAC02572000103_2R.txt,19,""" , Willem Hendricksz                        53         493v","Hagedoorn, Willem Hendricksz",53,493v,Hagedoorn,Willem Hendricksz,,,,
KLAC02572000103_2R.txt,20,"Hagels, Hendrick — ebbenhoutwercker + huisvrouw     32         312","Hagels, Hendrick — ebbenhoutwercker + huisvrouw",32,312,Hagels,Hendrick,,ebbenhoutwercker + huisvrouw,,
KLAC02572000103_2R.txt,21,"Hage, Barthelomeus van der                          30         295v","Hage, Barthelomeus van der",30,295v,Hage,Barthelomeus,van der,,,
KLAC02572000103_2R.txt,22,""" , Mr. Joan van der — advocaat getr. met Geertruijt Gommers                            30         295v","Hage, Mr. Joan van der — advocaat getr. met Geertruijt Gommers",30,295v,Hage,Mr. Joan,van der,advocaat getr. met Geertruijt Gommers,,
KLAC02572000103_2R.txt,23,""" , Catharina van der                             26         2b4v","Hage, Catharina van der",26,2b4v,Hage,Catharina,van der,,,
KLAC02572000103_2R.txt,24,""" , Nicolaes van der                              55         518v","Hage, Nicolaes van der",55,518v,Hage,Nicolaes,van der,,,
KLAC02572000103_2R.txt,25,"Hagebuijck, Coenraad                               37         355v","Hagebuijck, Coenraad",37,355v,Hagebuijck,Coenraad,,,,
KLAC02572000103_2R.txt,26,"Hageman, Christiaen — wijnkuijper                    5          59v","Hageman, Christiaen — wijnkuijper",5,59v,Hageman,Christiaen,,wijnkuijper,,
KLAC02572000103_2R.txt,27,"Hagen, Jeuriaen — chirurgijn                        45         426v","Hagen, Jeuriaen — chirurgijn",45,426v,Hagen,Jeuriaen,,chirurgijn,,
KLAC02572000103_2R.txt,28,""" , Christiaen —                                41         390v","Hagen, Christiaen —",41,390v,Hagen,Christiaen,,,,
KLAC02572000103_2R.txt,29,"Hagen(s), Wee. Philip — tapper                      28         273","Hagen(s), Wee. Philip — tapper",28,273,Hagen(s),Wee. Philip,,tapper,,
KLAC02572000103_2R.txt,30,"Hagen, Stevan van                                     4         566","Hagen, Stevan van",4,566,Hagen,Stevan,van,,,
KLAC02572000103_2R.txt,31,""" , Wed. DL Petrus van der — geb. Maria de Noij  31       305v","Hagen, Wed. DL Petrus van der — geb. Maria de Noij",31,305v,Hagen,Wed. DL Petrus,van der,geb. Maria de Noij,,
KLAC02572000103_2R.txt,32,""" , Mr. Steven van der — secretaris               O        593v","Hagen, Mr. Steven van der — secretaris",O,593v,Hagen,Mr. Steven,van der,secretaris,,
KLAC02572000103_2R.txt,33,"Hagenaer, Sijbrandt — Erven van                     19         174v","Hagenaer, Sijbrandt — Erven van",19,174v,Hagenaer,Sijbrandt,,Erven van,,
KLAC02572000103_2R.txt,34,"Hagenevelt, Jan Cornelisz                           16         149v","Hagenevelt, Jan Cornelisz",16,149v,Hagenevelt,Jan Cornelisz,,,,
KLAC02572000104_2R.txt,0,"Hagenevelt, Cornelis Cornclisz — schuijtevoerder    P6          2Y","Hagenevelt, Cornelis Cornclisz — schuijtevoerder",P6,2Y,Hagenevelt,Cornelis Cornclisz,,schuijtevoerder,,
KLAC02572000104_2R.txt,1,"Hagenot, David — diamantslijper                     33         Z2eY","Hagenot, David — diamantslijper",33,Z2eY,Hagenot,David,,diamantslijper,,
KLAC02572000104_2R.txt,2,"Hagenout, Jacob van — tapver                        35         329v","Hagenout, Jacob van — tapver",35,329v,Hagenout,Jacob,van,tapver,,
KLAC02572000104_2R.txt,3,"Hacos, Wed. Hendrick Michielsz                  33       323","Hacos, Wed. Hendrick Michielsz",33,323,Hacos,Wed. Hendrick Michielsz,,,,
KLAC02572000104_2R.txt,4,"Hajes, Wed. Pjerck — backer — Geb. Fijtje Marcelis  31       30bv","Hajes, Wed. Pjerck — backer — Geb. Fijtje Marcelis",31,30bv,Hajes,Wed. Pjerck,,backer — Geb. Fijtje Marcelis,,
KLAC02572000104_2R.txt,5,"Halen, Aernoldus van — confiturier                8          zev","Halen, Aernoldus van — confiturier",8,zev,Halen,Aernoldus,van,confiturier,,
KLAC02572000104_2R.txt,6,"Halfbier, Jan Jacobsz                         51       bö1v","Halfbier, Jan Jacobsz",51,bö1v,Halfbier,Jan Jacobsz,,,,
KLAC02572000104_2R.txt,7,"Halfort, Francois   ,                               3          25","Halfort, Francois   ,",3,25,Halfort,"Francois   ,",,,,
KLAC02572000104_2R.txt,8,"Hall, Kattheus — slager                             32         316v","Hall, Kattheus — slager",32,316v,Hall,Kattheus,,slager,,
KLAC02572000104_2R.txt,9,""" , Roelant van — kinderen van                     e          l3v","Hall, Roelant van — kinderen van",e,l3v,Hall,Roelant,van,kinderen van,,
KLAC02572000104_2R.txt,10,""" , Fryntge van — vleeshouster                     2          lsv","Hall, Fryntge van — vleeshouster",2,lsv,Hall,Fryntge,van,vleeshouster,,
KLAC02572000104_2R.txt,11,"Hallingh, Jacob                                      2          l6v","Hallingh, Jacob",2,l6v,Hallingh,Jacob,,,,
KLAC02572000104_2R.txt,12,"Hallius, Jonannes                                   30         295","Hallius, Jonannes",30,295,Hallius,Jonannes,,,,
KLAC02572000104_2R.txt,13,"Hallius, Wed. Johannes geb. Elisabeth Carsseboom    30         295","Hallius, Wed. Johannes geb. Elisabeth Carsseboom",30,295,Hallius,Wed. Johannes,,,,Elisabeth Carsseboom
KLAC02572000104_2R.txt,14,"Hallius, Cornelis                           30       295","Hallius, Cornelis",30,295,Hallius,Cornelis,,,,
KLAC02572000104_2R.txt,15,"Healma, Abraham van                                  30         292","Healma, Abraham van",30,292,Healma,Abraham,van,,,
KLAC02572000104_2R.txt,16,""" , Anna Maria van — dochter van Maria du Pon    25         240v","Healma, Anna Maria van — dochter van Maria du Pon",25,240v,Healma,Anna Maria,van,dochter van Maria du Pon,,
KLAC02572000104_2R.txt,17,""" , David van                                    26         2b2v","Healma, David van",26,2b2v,Healma,David,van,,,
KLAC02572000104_2R.txt,18,""" , Isack van — distelateur                      35         339v","Healma, Isack van — distelateur",35,339v,Healma,Isack,van,distelateur,,
KLAC02572000104_2R.txt,19,""" , Jacobus van — zoon van Maria du Pon          25         240v","Healma, Jacobus van — zoon van Maria du Pon",25,240v,Healma,Jacobus,van,zoon van Maria du Pon,,
KLAC02572000104_2R.txt,20,""" , Jacob van                                    38         358","Healma, Jacob van",38,358,Healma,Jacob,van,,,
KLAC02572000104_2R.txt,21,""" , Jan Jacobsz van                              26         242v","Healma, Jan Jacobsz van",26,242v,Healma,Jan Jacobsz,van,,,
KLAC02572000104_2R.txt,22,""" , Jan Jansz van                                25         25è2v","Healma, Jan Jansz van",25,25è2v,Healma,Jan Jansz,van,,,
KLAC02572000104_2R.txt,23,""" , Cornelis van — apothecar                     57         S43v","Healma, Cornelis van — apothecar",57,S43v,Healma,Cornelis,van,apothecar,,
KLAC02572000104_2R.txt,24,"Halmael, Abraham Jacomo van                         29         282","Halmael, Abraham Jacomo van",29,282,Halmael,Abraham Jacomo,van,,,
KLAC02572000104_2R.txt,25,""" , Gerrit van                                 57         541","Halmael, Gerrit van",57,541,Halmael,Gerrit,van,,,
KLAC02572000104_2R.txt,26,""" , Isaac van                                  19         175v","Halmael, Isaac van",19,175v,Halmael,Isaac,van,,,
KLAC02572000104_2R.txt,27,""" , Mathijs van                          AS        611","Halmael, Mathijs van",AS,611,Halmael,Mathijs,van,,,
KLAC02572000104_2R.txt,28,""" , Wed. van                                   35         33ô","Halmael, Wed. van",35,33ô,Halmael,Wed.,van,,,
KLAC02572000104_2R.txt,29,"Halmal, Abraham van                                 2          18","Halmal, Abraham van",2,18,Halmal,Abraham,van,,,
KLAC02572000104_2R.txt,30,"Halmal Isaax, Abraham van                           8          70","Halmal Isaax, Abraham van",8,70,Halmal Isaax,Abraham,van,,,
KLAC02572000104_2R.txt,31,"Halmal, Jacob Otto van                              2          272","Halmal, Jacob Otto van",2,272,Halmal,Jacob Otto,van,,,
KLAC02572000104_2R.txt,32,""" , Mattijs van                                  5          3Sv","Halmal, Mattijs van",5,3Sv,Halmal,Mattijs,van,,,
KLAC02572000104_2R.txt,33,""" , Philip van                                   4          29","Halmal, Philip van",4,29,Halmal,Philip,van,,,
KLAC02572000104_2R.txt,34,"Halversz, Gerrit — schoenmaker                      25         2535v","Halversz, Gerrit — schoenmaker",25,2535v,Halversz,Gerrit,,schoenmaker,,
KLAC02572000104_2R.txt,35,"Ham, Jacob van                                      7          57","Ham, Jacob van",7,57,Ham,Jacob,van,,,
KLAC02572000104_2R.txt,36,"Hambergh, Assueros — linnenwinkel                    4          35","Hambergh, Assueros — linnenwinkel",4,35,Hambergh,Assueros,,linnenwinkel,,
KLAC02572000105_2R.txt,0,"Hamel, Dr. Elbert                                  49        454","Hamel, Dr. Elbert",49,454,Hamel,Dr. Elbert,,,,
KLAC02572000105_2R.txt,1,""" , Elisabeth — wed. Adriaen Brouwer             43         401","Hamel, Elisabeth — wed. Adriaen Brouwer",43,401,Hamel,Elisabeth,,wed. Adriaen Brouwer,,
KLAC02572000105_2R.txt,2,""" , Evert — schipper                             50         466v","Hamel, Evert — schipper",50,466v,Hamel,Evert,,schipper,,
KLAC02572000105_2R.txt,3,""" , Frederick                                    51         472","Hamel, Frederick",51,472,Hamel,Frederick,,,,
KLAC02572000105_2R.txt,4,""" , Gerrit                                       51         472","Hamel, Gerrit",51,472,Hamel,Gerrit,,,,
KLAC02572000105_2R.txt,5,""" , Glaude — wijncoper                           12         112v","Hamel, Glaude — wijncoper",12,112v,Hamel,Glaude,,wijncoper,,
KLAC02572000105_2R.txt,6,""" , Maria — weal Bartholomeus Blijenburg         49         456","Hamel, Maria — weal Bartholomeus Blijenburg",49,456,Hamel,Maria,,weal Bartholomeus Blijenburg,,
KLAC02572000105_2R.txt,7,""" , Agata — getr. met Willem van der Gijsen      18         167","Hamel, Agata — getr. met Willem van der Gijsen",18,167,Hamel,Agata,,getr. met Willem van der Gijsen,,
KLAC02572000105_2R.txt,8,""" , Wed. Jacob — goutleermaeckster               55         522","Hamel, Wed. Jacob — goutleermaeckster",55,522,Hamel,Wed. Jacob,,goutleermaeckster,,
KLAC02572000105_2R.txt,9,"Hamer, D.                                           56         528","Hamer, D.",56,528,Hamer,D.,,,,
KLAC02572000105_2R.txt,10,"Hamersfeld, Lucas van                               40         376v","Hamersfeld, Lucas van",40,376v,Hamersfeld,Lucas,van,,,
KLAC02572000105_2R.txt,11,"Hamerslagh, Leendtert                                44         418v","Hamerslagh, Leendtert",44,418v,Hamerslagh,Leendtert,,,,
KLAC02572000105_2R.txt,12,"Harersveld, Gerrit                                 55         526v","Harersveld, Gerrit",55,526v,Harersveld,Gerrit,,,,
KLAC02572000105_2R.txt,13,"Hamont, Jan van — suijckerbacker                    27         267v","Hamont, Jan van — suijckerbacker",27,267v,Hamont,Jan,van,suijckerbacker,,
KLAC02572000105_2R.txt,14,"Han, Jacob Claesz — aan de molen de Hoop            P1         583v","Han, Jacob Claesz — aan de molen de Hoop",P1,583v,Han,Jacob Claesz,,aan de molen de Hoop,,
KLAC02572000105_2R.txt,15,""" , wed. Jan Jacobsz geb. Lijsbet Jacobs — molen de Veerslager                            P          587","Han, wed. Jan Jacobsz geb. Lijsbet Jacobs — molen de Veerslager",P,587,Han,wed. Jan Jacobsz,,molen de Veerslager,,Lijsbet Jacobs
KLAC02572000105_2R.txt,16,"Hanck, Ealtus — sadelmaker                          22         272v","Hanck, Ealtus — sadelmaker",22,272v,Hanck,Ealtus,,sadelmaker,,
KLAC02572000105_2R.txt,17,"Hankock, Johannes                                   2ê         274","Hankock, Johannes",2ê,274,Hankock,Johannes,,,,
KLAC02572000105_2R.txt,18,"Hankock, Robbert                                    23         274","Hankock, Robbert",23,274,Hankock,Robbert,,,,
KLAC02572000105_2R.txt,19,"Hanshelmus, Johannes                                25         237v","Hanshelmus, Johannes",25,237v,Hanshelmus,Johannes,,,,
KLAC02572000105_2R.txt,20,"Hansson, Henry                                      41         385v","Hansson, Henry",41,385v,Hansson,Henry,,,,
KLAC02572000105_2R.txt,21,"Hanswijck, Emerentia van                           17         154v","Hanswijck, Emerentia van",17,154v,Hanswijck,Emerentia,van,,,
KLAC02572000105_2R.txt,22,"Hanswijck, Francijntje van — erf van                53         497","Hanswijck, Francijntje van — erf van",53,497,Hanswijck,Francijntje,van,erf van,,
KLAC02572000105_2R.txt,23,"Hansz, Jacob                                        5si         L7%v","Hansz, Jacob",5si,L7%v,Hansz,Jacob,,,,
KLAC02572000105_2R.txt,24,"Hansz, Pieter — mr. schoenmaker                      51         L82v","Hansz, Pieter — mr. schoenmaker",51,L82v,Hansz,Pieter,,mr. schoenmaker,,
KLAC02572000105_2R.txt,25,""" , Toet — wijtdrager                            49         459v","Hansz, Toet — wijtdrager",49,459v,Hansz,Toet,,wijtdrager,,
KLAC02572000105_2R.txt,26,"Heraut, Abraham — aenspreker                        36         348","Heraut, Abraham — aenspreker",36,348,Heraut,Abraham,,aenspreker,,
KLAC02572000105_2R.txt,27,"Harckse, Reijnier — boxemaker                       17         1£0","Harckse, Reijnier — boxemaker",17,1£0,Harckse,Reijnier,,boxemaker,,
KLAC02572000105_2R.txt,28,"Harcksz, Pieter — Oostind. schinper                 3          314","Harcksz, Pieter — Oostind. schinper",3,314,Harcksz,Pieter,,Oostind. schinper,,
KLAC02572000105_2R.txt,29,"Hardebol, Wed. Jan Aertsz — getr. met captein Hendrick Lodewijck Tak                    36         345v","Hardebol, Wed. Jan Aertsz — getr. met captein Hendrick Lodewijck Tak",36,345v,Hardebol,Wed. Jan Aertsz,,getr. met captein Hendrick Lodewijck Tak,,
KLAC02572000105_2R.txt,30,""" , Quirijn — keurmeester van de turff        59         554","Hardebol, Quirijn — keurmeester van de turff",59,554,Hardebol,Quirijn,,keurmeester van de turff,,
KLAC02572000105_2R.txt,31,"Hardetol, Sara                                     19        174","Hardetol, Sara",19,174,Hardetol,Sara,,,,
KLAC02572000105_2R.txt,32,"Hartenberg, Burgert                                39         372","Hartenberg, Burgert",39,372,Hartenberg,Burgert,,,,
KLAC02572000105_2R.txt,33,"Hardenbergh, Jan                                   23         208","Hardenbergh, Jan",23,208,Hardenbergh,Jan,,,,
KLAC02572000105_2R.txt,34,""" , Maria                                   7?          65v","Hardenbergh, Maria",7?,65v,Hardenbergh,Maria,,,,
KLAC02572000105_2R.txt,35,""" , Pieter                                 23         2c8","Hardenbergh, Pieter",23,2c8,Hardenbergh,Pieter,,,,
KLAC02572000106_2R.txt,0,"Harcenbersh, Gerrit van — cleermaker                22         205","Harcenbersh, Gerrit van — cleermaker",22,205,Harcenbersh,Gerrit,van,cleermaker,,
KLAC02572000106_2R.txt,1,"Hardenhoeck, Cornelis                              55         525v","Hardenhoeck, Cornelis",55,525v,Hardenhoeck,Cornelis,,,,
KLAC02572000106_2R.txt,2,"Harder, Diewertje — wed.                            51         477v","Harder, Diewertje — wed.",51,477v,Harder,Diewertje,,wed.,,
KLAC02572000106_2R.txt,3,""" , Carsten — schipper op Haerlem               51         Lôlv","Harder, Carsten — schipper op Haerlem",51,Lôlv,Harder,Carsten,,schipper op Haerlem,,
KLAC02572000106_2R.txt,4,"Harder(s), vrouw Leendert de Labaren        35         332","Harder(s), vrouw Leendert de Labaren",35,332,Harder(s),vrouw Leendert,de,,,
KLAC02572000106_2R.txt,5,"Harder, Barent de — destill                         5          20","Harder, Barent de — destill",5,20,Harder,Barent,de,destill,,
KLAC02572000106_2R.txt,6,"Harel, Agnis                                       32         313v","Harel, Agnis",32,313v,Harel,Agnis,,,,
KLAC02572000106_2R.txt,7,""" , Anna                                          2         3ijv","Harel, Anna",2,3ijv,Harel,Anna,,,,
KLAC02572000106_2R.txt,8,""" , Elisa                                        32         313v","Harel, Elisa",32,313v,Harel,Elisa,,,,
KLAC02572000106_2R.txt,9,""" , Christiaen                                   52         313v","Harel, Christiaen",52,313v,Harel,Christiaen,,,,
KLAC02572000106_2R.txt,10,""" , Maria                                        zèe         3i5v","Harel, Maria",zèe,3i5v,Harel,Maria,,,,
KLAC02572000106_2R.txt,11,""" , Susanna                                      32         zliv","Harel, Susanna",32,zliv,Harel,Susanna,,,,
KLAC02572000106_2R.txt,12,"Haren, Wed. Everard van                             21         156","Haren, Wed. Everard van",21,156,Haren,Wed. Everard,van,,,
KLAC02572000106_2R.txt,13,"Haring, Wed. Gerrit Hendricxsz geb. Jannetje Jelles                                      54         513v","Haring, Wed. Gerrit Hendricxsz geb. Jannetje Jelles",54,513v,Haring,Wed. Gerrit Hendricxsz,,,,Jannetje Jelles
KLAC02572000106_2R.txt,14,""" , Wed. Carlo                                  49         b53v","Haring, Wed. Carlo",49,b53v,Haring,Wed. Carlo,,,,
KLAC02572000106_2R.txt,15,""" , Roeloff                                     40         37b","Haring, Roeloff",40,37b,Haring,Roeloff,,,,
KLAC02572000106_2R.txt,16,"Haringcarspel, Nicolaes — captein                   40         573v","Haringcarspel, Nicolaes — captein",40,573v,Haringcarspel,Nicolaes,,captein,,
KLAC02572000106_2R.txt,17,""" , Nicolaes                              M         557v","Haringcarspel, Nicolaes",M,557v,Haringcarspel,Nicolaes,,,,
KLAC02572000106_2R.txt,18,""" , Nicolacs — comm. van de desolate boedels                               R         608","Haringcarspel, Nicolacs — comm. van de desolate boedels",R,608,Haringcarspel,Nicolacs,,comm. van de desolate boedels,,
KLAC02572000106_2R.txt,19,"Harinsh, Wed. Isbrant                               24         228","Harinsh, Wed. Isbrant",24,228,Harinsh,Wed. Isbrant,,,,
KLAC02572000106_2R.txt,20,""" , wed. Jacob Sijmonz geb. Trijntge Isbrants  9          85v","Harinsh, wed. Jacob Sijmonz geb. Trijntge Isbrants",9,85v,Harinsh,wed. Jacob Sijmonz,,,,Trijntge Isbrants
KLAC02572000106_2R.txt,21,""" , Jacob Sijmonsz                             5h         509v","Harinsh, Jacob Sijmonsz",5h,509v,Harinsh,Jacob Sijmonsz,,,,
KLAC02572000106_2R.txt,22,""" , Wed. Jan Pieterz geb. Neeltge Gijsberts     9          92","Harinsh, Wed. Jan Pieterz geb. Neeltge Gijsberts",9,92,Harinsh,Wed. Jan Pieterz,,,,Neeltge Gijsberts
KLAC02572000106_2R.txt,23,""" , Johannes — wijncoper                       30         293","Harinsh, Johannes — wijncoper",30,293,Harinsh,Johannes,,wijncoper,,
KLAC02572000106_2R.txt,24,""" , Claes Dircxsz                              51         472v","Harinsh, Claes Dircxsz",51,472v,Harinsh,Claes Dircxsz,,,,
KLAC02572000106_2R.txt,25,""" , Pieter — afslager                          27         199","Harinsh, Pieter — afslager",27,199,Harinsh,Pieter,,afslager,,
KLAC02572000106_2R.txt,26,""" , Wet. Willem van de                    25       257","Harinsh, Wet. Willem van de",25,257,Harinsh,Wet. Willem,van de,,,
KLAC02572000106_2R.txt,27,"Haringhcarspel, Dirck — captein                     30         295v","Haringhcarspel, Dirck — captein",30,295v,Haringhcarspel,Dirck,,captein,,
KLAC02572000106_2R.txt,28,""" , Jacob — baljuw en dijkgraef van Amstelland                          30         295v","Haringhcarspel, Jacob — baljuw en dijkgraef van Amstelland",30,295v,Haringhcarspel,Jacob,,baljuw en dijkgraef van Amstelland,,
